element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
N,2,"=""""","=""""","=""446.413""","=""""","=""""","=""5.85e+00""",E,"=""144187.94""","=""166582.45""","=""2s.2p3""","=""1D*""","=""2""","=""2s2.2p.3p""","=""3D""","=""2""",,"=""T7333""","=""""",
N,2,"=""""","=""""","=""446.5529""","=""""","=""""","=""1.59e+06""",D,"=""166521.69""","=""188909.17""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.3d""","=""3P*""","=""1""",,"=""T7333""","=""""",
N,1,"=""""","=""""","=""446.590""","=""""","=""""","=""2.04e+04""",C,"=""97770.180""","=""120155.8""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).3d""","=""2D""","=""3/2""",,"=""T5714""","=""""",
N,2,"=""""","=""""","=""446.7014""","=""""","=""""","=""2.25e+05""",D,"=""174212.03""","=""196592.07""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.4s""","=""3P*""","=""1""",,"=""T6385""","=""""",
N,1,"=""""","=""""","=""447.417""","=""""","=""""","=""2.76e+04""",C,"=""97805.840""","=""120150.1""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2D""","=""5/2""",,"=""T5714""","=""""",
N,2,"=""""","=""""","=""447.5886""","=""""","=""""","=""3.96e+04""",D,"=""166521.69""","=""188857.37""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.3d""","=""3P*""","=""2""",,"=""T7333""","=""""",
N,2,"=""""","=""""","=""447.627""","=""""","=""""","=""3.40e+03""",D,"=""144187.94""","=""166521.69""","=""2s.2p3""","=""1D*""","=""2""","=""2s2.2p.3p""","=""3D""","=""1""",,"=""T7333""","=""""",
N,2,"=""""","=""""","=""447.7682""","=""""","=""""","=""6.44e+06""",D,"=""166582.45""","=""188909.17""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.3d""","=""3P*""","=""1""",,"=""T7333""","=""""",
N,3,"=""""","=""""","=""447.875""","=""""","=""""","=""8.66e+04""",B,"=""339744.6""","=""362066""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""","=""2s2.7d""","=""2D""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""447.875""","=""""","=""""","=""4.12e+03""",C,"=""339744.6""","=""362066""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""","=""2s2.7d""","=""2D""","=""5/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""""","=""448.8095""","=""""","=""""","=""8.62e+05""",D,"=""166582.45""","=""188857.37""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.3d""","=""3P*""","=""2""",,"=""T7333""","=""""",
N,3,"=""""","=""""","=""450.111""","=""""","=""""","=""8.13e+04""",B,"=""339855.5""","=""362066""","=""2s.2p.(3P*).3d""","=""2F*""","=""7/2""","=""2s2.7d""","=""2D""","=""5/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""""","=""450.7560""","=""""","=""""","=""7.39e+06""",D,"=""166678.64""","=""188857.37""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.3d""","=""3P*""","=""2""",,"=""T7333""","=""""",
N,3,"=""451.091""","=""""","=""451.088""","=""""","=""90""","=""2.84e+07""",B,"=""287529.4""","=""309691.8""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""",,"=""T7192LS""","=""L3513""",
N,3,"=""""","=""""","=""451.096""","=""""","=""""","=""4.77e+07""",B,"=""287591.5""","=""309753.5""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""451.486""","=""""","=""451.485""","=""""","=""120""","=""6.80e+07""",B,"=""287706.9""","=""309849.8""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""",,"=""T7192LS""","=""L3513""",
N,3,"=""""","=""""","=""451.814""","=""""","=""""","=""5.65e+07""",B,"=""287529.4""","=""309656.2""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""4D""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""452.356""","=""""","=""""","=""3.61e+07""",B,"=""287591.5""","=""309691.8""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""452.786""","=""""","=""""","=""5.50e+07""",B,"=""314217.3""","=""336296.6""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""452.854""","=""""","=""""","=""7.03e+06""",B,"=""317779.5""","=""339855.5""","=""2s2.4d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""7/2""",,"=""T7192LS""","=""""",
N,2,"=""453.041""","=""""","=""""","=""""","=""360""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,3,"=""""","=""""","=""453.086""","=""""","=""""","=""1.12e+07""",B,"=""287591.5""","=""309656.2""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""4D""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""453.458""","=""""","=""""","=""2.01e+07""",B,"=""287706.9""","=""309753.5""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""453.505""","=""""","=""""","=""5.48e+07""",B,"=""314217.3""","=""336261.6""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""453.970""","=""""","=""""","=""5.71e+07""",B,"=""311690.3""","=""333712.0""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s2.5s""","=""2S""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""454.482""","=""""","=""""","=""6.49e+06""",B,"=""317747.7""","=""339744.6""","=""2s2.4d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""454.484""","=""""","=""""","=""1.14e+08""",B,"=""311715.2""","=""333712.0""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.5s""","=""2S""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""454.633""","=""""","=""""","=""5.42e+07""",B,"=""314217.3""","=""336206.9""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""454.730""","=""""","=""""","=""3.33e+06""",B,"=""287706.9""","=""309691.8""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""455.140""","=""""","=""""","=""4.62e+05""",B,"=""317779.5""","=""339744.6""","=""2s2.4d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""""","=""456.4760""","=""""","=""""","=""1.65e+06""",B+,"=""164610.76""","=""186511.58""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.3d""","=""3F*""","=""2""",,"=""T7333""","=""""",
N,5,"=""""","=""""","=""456.516""","=""""","=""""","=""1.40e+06""",B,"=""[733515.4]""","=""[755414.3]""","=""1s2.7d""","=""2D""","=""3/2""","=""1s2.9p""","=""2P*""","=""3/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""""","=""456.554""","=""""","=""""","=""1.26e+07""",B,"=""[733517.2]""","=""[755414.3]""","=""1s2.7d""","=""2D""","=""5/2""","=""1s2.9p""","=""2P*""","=""3/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""""","=""456.574""","=""""","=""""","=""1.40e+07""",B,"=""[733515.4]""","=""[755411.5]""","=""1s2.7d""","=""2D""","=""3/2""","=""1s2.9p""","=""2P*""","=""1/2""",,"=""T3225LS""","=""""",
N,3,"=""""","=""""","=""457.988""","=""""","=""""","=""1.01e+06""",B,"=""374746.4""","=""396574.9""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""","=""2s.2p.(1P*).3d""","=""2D*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""458.918""","=""""","=""""","=""6.41e+06""",B,"=""320978.2""","=""342762.5""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""459.008""","=""""","=""""","=""1.21e+06""",B,"=""374804.8""","=""396584.8""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""","=""2s.2p.(1P*).3d""","=""2D*""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""459.198""","=""""","=""""","=""2.74e+07""",C+,"=""320978.2""","=""342749.2""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s2.5f""","=""2F*""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""459.217""","=""""","=""""","=""2.01e+05""",B,"=""374804.8""","=""396574.9""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""","=""2s.2p.(1P*).3d""","=""2D*""","=""3/2""",,"=""T7192LS""","=""""",
N,2,"=""460.148""","=""""","=""460.1478""","=""""","=""550""","=""2.22e+07""",B+,"=""148940.17""","=""170666.23""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.3p""","=""3P""","=""2""",,"=""T7333""","=""L3513""",
N,5,"=""460.373""","=""0.005""","=""460.374""","=""""","=""350""","=""4.14e+07""",A,"=""456126.6""","=""477842.0""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.3p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""L4829""",
N,3,"=""""","=""""","=""460.418""","=""""","=""""","=""6.35e+05""",B,"=""320978.2""","=""342691.5""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""460.516""","=""""","=""""","=""2.69e+07""",B,"=""379344.8""","=""401053.5""","=""2s.2p.(3P*).4p""","=""4P""","=""3/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""5/2""",,"=""T7192LS""","=""""",
N,4,"=""460.633""","=""""","=""""","=""""","=""90""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4738""",
N,2,"=""460.716""","=""""","=""460.7153""","=""""","=""450""","=""3.15e+07""",B+,"=""148908.59""","=""170607.89""","=""2s2.2p.3s""","=""3P*""","=""0""","=""2s2.2p.3p""","=""3P""","=""1""",,"=""T7333""","=""L3513""",
N,3,"=""""","=""""","=""461.055""","=""""","=""""","=""2.90e+07""",C+,"=""321066.8""","=""342750.1""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s2.5f""","=""2F*""","=""7/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""461.074""","=""""","=""""","=""1.93e+06""",C+,"=""321066.8""","=""342749.2""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s2.5f""","=""2F*""","=""5/2""",,"=""T7192LS""","=""""",
N,5,"=""""","=""""","=""461.259""","=""""","=""""","=""1.49e+07""",B,"=""[733003.3]""","=""[754677.0]""","=""1s2.7p""","=""2P*""","=""1/2""","=""1s2.9s""","=""2S""","=""1/2""",,"=""T3225LS""","=""""",
N,5,"=""""","=""""","=""461.385""","=""""","=""""","=""2.99e+07""",B,"=""[733009.2]""","=""[754677.0]""","=""1s2.7p""","=""2P*""","=""3/2""","=""1s2.9s""","=""2S""","=""1/2""",,"=""T3225LS""","=""""",
N,2,"=""461.387""","=""""","=""461.3868""","=""""","=""360""","=""2.12e+07""",B+,"=""148940.17""","=""170607.89""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.3p""","=""3P""","=""1""",,"=""T7333""","=""L3513""",
N,3,"=""""","=""""","=""461.517""","=""""","=""""","=""3.39e+05""",C+,"=""320287.2""","=""341948.8""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.5d""","=""2D""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""461.541""","=""""","=""""","=""6.78e+06""",C+,"=""320288.3""","=""341948.8""","=""2s2.4f""","=""2F*""","=""7/2""","=""2s2.5d""","=""2D""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""461.541""","=""""","=""""","=""7.12e+06""",C+,"=""320287.2""","=""341947.7""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.5d""","=""2D""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""461.639""","=""""","=""""","=""6.22e+07""",B,"=""379397.6""","=""401053.5""","=""2s.2p.(3P*).4p""","=""4P""","=""5/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""5/2""",,"=""T7192LS""","=""""",
N,5,"=""461.998""","=""0.005""","=""461.997""","=""""","=""250""","=""4.10e+07""",A,"=""456126.6""","=""477765.7""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.3p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""L4829""",
N,3,"=""""","=""""","=""462.104""","=""""","=""""","=""3.69e+07""",B,"=""379300.1""","=""400934.2""","=""2s.2p.(3P*).4p""","=""4P""","=""1/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""3/2""",,"=""T7192LS""","=""""",
N,2,"=""462.139""","=""""","=""462.1393""","=""""","=""450""","=""9.04e+07""",B+,"=""148940.17""","=""170572.61""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.3p""","=""3P""","=""0""",,"=""T7333""","=""L3513""",
N,3,"=""""","=""""","=""462.305""","=""""","=""""","=""5.64e+06""",B,"=""321066.8""","=""342691.5""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""",,"=""T7192LS""","=""""",
N,2,"=""463.054""","=""""","=""463.0539""","=""""","=""870""","=""7.48e+07""",B+,"=""149076.52""","=""170666.23""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.3p""","=""3P""","=""2""",,"=""T7333""","=""L3513""",
N,3,"=""""","=""""","=""463.061""","=""""","=""""","=""1.17e+07""",B,"=""379344.8""","=""400934.2""","=""2s.2p.(3P*).4p""","=""4P""","=""3/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""463.414""","=""""","=""463.413""","=""""","=""90""","=""6.36e+07""",B,"=""245665.4""","=""267238.4""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s2.3d""","=""2D""","=""3/2""",,"=""T6335n""","=""L3513""",
N,3,"=""""","=""""","=""463.640""","=""""","=""""","=""1.46e+07""",B,"=""379300.1""","=""400862.5""","=""2s.2p.(3P*).4p""","=""4P""","=""1/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""464.064""","=""""","=""464.064""","=""""","=""120""","=""7.60e+07""",B,"=""245701.3""","=""267244.0""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.3d""","=""2D""","=""5/2""",,"=""T6335n""","=""L3513""",
N,3,"=""""","=""""","=""464.185""","=""""","=""""","=""1.26e+07""",B,"=""245701.3""","=""267238.4""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.3d""","=""2D""","=""3/2""",,"=""T6335n""","=""""",
N,3,"=""""","=""""","=""464.196""","=""""","=""""","=""3.93e+07""",B,"=""379397.6""","=""400934.2""","=""2s.2p.(3P*).4p""","=""4P""","=""5/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""3/2""",,"=""T7192LS""","=""""",
N,2,"=""464.308""","=""""","=""464.3086""","=""""","=""550""","=""4.39e+07""",B+,"=""149076.52""","=""170607.89""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.3p""","=""3P""","=""1""",,"=""T7333""","=""L3513""",
N,3,"=""""","=""""","=""464.604""","=""""","=""""","=""7.27e+07""",B,"=""379344.8""","=""400862.5""","=""2s.2p.(3P*).4p""","=""4P""","=""3/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""1/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""""","=""465.1823""","=""""","=""""","=""2.40e+05""",C+,"=""86137.350""","=""107628.283""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""",,"=""T6340""","=""""",
N,2,"=""""","=""""","=""465.4531""","=""""","=""""","=""1.92e+06""",B,"=""149187.80""","=""170666.23""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""3P""","=""2""",,"=""T7333""","=""""",
N,1,"=""""","=""""","=""466.0457""","=""""","=""""","=""6.72e+05""",C+,"=""86137.350""","=""107588.469""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""",,"=""T6340""","=""""",
N,1,"=""""","=""""","=""466.291""","=""""","=""""","=""1.51e+06""",C+,"=""97770.180""","=""119210.0""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).4s""","=""2D""","=""3/2""",,"=""T5714""","=""""",
N,2,"=""""","=""""","=""466.7208""","=""""","=""""","=""2.31e+06""",B,"=""149187.80""","=""170607.89""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""3P""","=""1""",,"=""T7333""","=""""",
N,1,"=""""","=""""","=""466.9893""","=""""","=""""","=""7.49e+05""",C+,"=""86220.510""","=""107628.283""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""",,"=""T6340""","=""""",
N,1,"=""""","=""""","=""467.068""","=""""","=""""","=""3.02e+05""",C+,"=""97805.840""","=""119210.0""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).4s""","=""2D""","=""3/2""",,"=""T5714""","=""""",
N,1,"=""""","=""""","=""467.068""","=""""","=""""","=""1.80e+06""",C+,"=""97805.840""","=""119210.0""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).4s""","=""2D""","=""5/2""",,"=""T5714""","=""""",
N,2,"=""""","=""""","=""467.4908""","=""""","=""""","=""8.54e+06""",B,"=""149187.80""","=""170572.61""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""3P""","=""0""",,"=""T7333""","=""""",
N,1,"=""""","=""""","=""467.8595""","=""""","=""""","=""2.69e+05""",C+,"=""86220.510""","=""107588.469""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""",,"=""T6340""","=""""",
N,3,"=""""","=""""","=""467.942""","=""""","=""""","=""1.28e+06""",B,"=""353440.6""","=""374804.8""","=""2s.2p.(1P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""467.983""","=""""","=""""","=""6.40e+06""",B,"=""353442.5""","=""374804.8""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""469.224""","=""""","=""""","=""5.08e+06""",B,"=""353440.6""","=""374746.4""","=""2s.2p.(1P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""""","=""469.266""","=""""","=""""","=""2.54e+06""",B,"=""353442.5""","=""374746.4""","=""2s.2p.(1P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""""","=""469.4274""","=""""","=""""","=""1.23e+07""",C+,"=""223643.30""","=""244939.89""","=""2s.2p2.(4P).3p""","=""5D*""","=""0""","=""2s.2p2.(4P).3d""","=""5D""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""469.5899""","=""""","=""""","=""1.29e+07""",C+,"=""223658.55""","=""244947.77""","=""2s.2p2.(4P).3p""","=""5D*""","=""1""","=""2s.2p2.(4P).3d""","=""5D""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""469.7638""","=""""","=""""","=""3.06e+06""",C+,"=""223658.55""","=""244939.89""","=""2s.2p2.(4P).3p""","=""5D*""","=""1""","=""2s.2p2.(4P).3d""","=""5D""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""469.8554""","=""""","=""""","=""3.67e+07""",C+,"=""223658.55""","=""244935.74""","=""2s.2p2.(4P).3p""","=""5D*""","=""1""","=""2s.2p2.(4P).3d""","=""5D""","=""0""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""470.0032""","=""""","=""""","=""1.05e+07""",C+,"=""223688.45""","=""244958.95""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""","=""2s.2p2.(4P).3d""","=""5D""","=""3""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""470.2503""","=""""","=""""","=""9.15e+06""",C+,"=""223688.45""","=""244947.77""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""","=""2s.2p2.(4P).3d""","=""5D""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""470.4247""","=""""","=""""","=""2.13e+07""",C+,"=""223688.45""","=""244939.89""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""","=""2s.2p2.(4P).3d""","=""5D""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""470.6400""","=""""","=""""","=""6.09e+06""",C+,"=""223731.59""","=""244973.31""","=""2s.2p2.(4P).3p""","=""5D*""","=""3""","=""2s.2p2.(4P).3d""","=""5D""","=""4""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""470.9435""","=""""","=""""","=""1.49e+05""",B,"=""168892.21""","=""190120.24""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""1P*""","=""1""",,"=""T7333""","=""""",
N,2,"=""""","=""""","=""470.9584""","=""""","=""""","=""1.82e+07""",C+,"=""223731.59""","=""244958.95""","=""2s.2p2.(4P).3p""","=""5D*""","=""3""","=""2s.2p2.(4P).3d""","=""5D""","=""3""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""471.2065""","=""""","=""""","=""1.46e+07""",C+,"=""223731.59""","=""244947.77""","=""2s.2p2.(4P).3p""","=""5D*""","=""3""","=""2s.2p2.(4P).3d""","=""5D""","=""2""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""471.8377""","=""""","=""""","=""3.02e+07""",C+,"=""223785.51""","=""244973.31""","=""2s.2p2.(4P).3p""","=""5D*""","=""4""","=""2s.2p2.(4P).3d""","=""5D""","=""4""",,"=""T5520LS""","=""""",
N,2,"=""""","=""""","=""472.1577""","=""""","=""""","=""7.75e+06""",C+,"=""223785.51""","=""244958.95""","=""2s.2p2.(4P).3p""","=""5D*""","=""4""","=""2s.2p2.(4P).3d""","=""5D""","=""3""",,"=""T5520LS""","=""""",
N,4,"=""""","=""""","=""474.026""","=""""","=""""","=""1.53e+06""",B,"=""484498.2""","=""505588.2""","=""1s2.2p.(2P*).3p""","=""3D""","=""1""","=""1s2.2p.(2P*).3d""","=""3D*""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""""","=""474.796""","=""""","=""""","=""7.60e+06""",B,"=""484498.2""","=""505554.0""","=""1s2.2p.(2P*).3p""","=""3D""","=""1""","=""1s2.2p.(2P*).3d""","=""3D*""","=""1""",,"=""T5633LS""","=""""",
N,5,"=""""","=""""","=""474.877""","=""""","=""""","=""8.05e+07""",A,"=""712463.2""","=""[733515.4]""","=""1s2.6p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
N,5,"=""""","=""""","=""475.048""","=""""","=""""","=""9.64e+07""",A,"=""712472.6""","=""[733517.2]""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",,"=""T5118LS""","=""""",
N,5,"=""""","=""""","=""475.089""","=""""","=""""","=""1.61e+07""",A,"=""712472.6""","=""[733515.4]""","=""1s2.6p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
N,4,"=""""","=""""","=""475.249""","=""""","=""""","=""1.13e+06""",B,"=""484594.9""","=""505630.6""","=""1s2.2p.(2P*).3p""","=""3D""","=""2""","=""1s2.2p.(2P*).3d""","=""3D*""","=""3""",,"=""T5633LS""","=""""",
N,4,"=""""","=""""","=""476.209""","=""""","=""""","=""6.99e+06""",B,"=""484594.9""","=""505588.2""","=""1s2.2p.(2P*).3p""","=""3D""","=""2""","=""1s2.2p.(2P*).3d""","=""3D*""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""""","=""476.986""","=""""","=""""","=""2.50e+06""",B,"=""484594.9""","=""505554.0""","=""1s2.2p.(2P*).3p""","=""3D""","=""2""","=""1s2.2p.(2P*).3d""","=""3D*""","=""1""",,"=""T5633LS""","=""""",
N,2,"=""""","=""""","=""477.4244""","=""""","=""""","=""3.07e+06""",B,"=""166521.69""","=""187461.56""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.3d""","=""3D*""","=""2""",,"=""T7333""","=""""",
N,2,"=""""","=""""","=""477.6224""","=""""","=""""","=""1.03e+07""",B,"=""202170.63""","=""223101.82""","=""2s2.2p.4p""","=""1P""","=""1""","=""2s2.2p.6s""","=""1P*""","=""1""",,"=""T5520""","=""""",
N,2,"=""""","=""""","=""477.9722""","=""""","=""""","=""2.49e+07""",B,"=""166521.69""","=""187437.56""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.3d""","=""3D*""","=""1""",,"=""T7333""","=""""",
N,2,"=""""","=""""","=""478.1190""","=""""","=""""","=""1.92e+06""",B,"=""166582.45""","=""187491.90""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.3d""","=""3D*""","=""3""",,"=""T7333""","=""""",
N,4,"=""""","=""""","=""478.692""","=""""","=""""","=""8.79e+06""",B,"=""484746.2""","=""505630.6""","=""1s2.2p.(2P*).3p""","=""3D""","=""3""","=""1s2.2p.(2P*).3d""","=""3D*""","=""3""",,"=""T5633LS""","=""""",
N,2,"=""478.813""","=""""","=""478.8138""","=""""","=""285""","=""2.50e+07""",B,"=""166582.45""","=""187461.56""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.3d""","=""3D*""","=""2""",,"=""T7333""","=""L3513""",
